itemid,item,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated
20147,Transport Modus,Transport Modus,NaN,NaN,NaN,Transport Modus,733,Transport Registratie,NaN,NA,NaN,0,1,Transportkar,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,171,171
20148,Transport RASS score,Transport RASS score,NaN,NaN,NaN,Transport RASS score,733,Transport Registratie,NaN,NA,NaN,0,14,+1 onrustig,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,8,8
20149,Transport Transporteerders,Transportation Transporters,NaN,NaN,NaN,Transport Transporteerders,733,Transport Registratie,NaN,NA,NaN,0,1,Arts-assistant,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,229,229
20156,SNAQ score,SNAQ score,NaN,NaN,NaN,SNAQ score,734,Voeding-SNAQ,NaN,NA,NaN,0,NA,NaN,0,None,NaN,0,2,NA,NA,numericitems,176,176
20157,SNAQ score bepalen,SNAQ score determination,NaN,NaN,NaN,SNAQ score bepalen,633,OPDR. Voeding,NaN,116,Opdr. Voeding,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,161,NA
20158,VASCA -  Studie,VASCA - Study,NaN,NaN,NaN,VASCA -  Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,26,NA
20161,Transport incidenten formulier invullen,Transport incident form to be completed,NaN,NaN,NaN,Transport incidenten formulier invullen,418,OPDR. Overig,NaN,89,Opdr. Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,59,NA
20169,Nitroglycerine Spray,Nitroglycerine Spray,NaN,NaN,NaN,Nitroglycerine Spray,268,Medicatie,NaN,30,Niet iv Circulatie/Diurese,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,21,NA
20170,Lercanidipine,Lercanidipine,NaN,NaN,NaN,Lercanidipine,268,Medicatie,NaN,30,Niet iv Circulatie/Diurese,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,3,NA
20172,CABG Hyperoxie - Studie (Controlegroep),CABG Hyperoxia - Study (Control Group).,NaN,NaN,NaN,CABG Hyperoxie - Studie (Controlegroep),658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,24,NA
20173,CABG Hyperoxie - Studie (Studiegroep),CABG Hyperoxia - Study (Study Group).,NaN,NaN,NaN,CABG Hyperoxie - Studie (Studiegroep),658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,26,NA
20175,Colistine,Colistine,NaN,NaN,NaN,Colistine,268,Medicatie,NaN,15,Injecties Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,65,NA
20176,Colistine Inhalatie,Colistine inhalation,NaN,NaN,NaN,Colistine Inhalatie,268,Medicatie,NaN,21,Niet iv Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,11,NA
20177,Eplerenon (Inspra),Eplerenone (Inspra),NaN,NaN,NaN,Eplerenon (Inspra),268,Medicatie,NaN,30,Niet iv Circulatie/Diurese,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,5,NA
20196,Matras wisselen,Matras wisselen,NaN,NaN,NaN,Matras wisselen,449,OPDR. Huid,NaN,101,Opdr. Huid,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,10,NA
20207,Anti-TG (bloed),Anti-TG (blood),NaN,NaN,NaN,Anti-TG (bloed),478,LAB-Endo-bloed,NaN,NA,NaN,1,NA,NaN,186,IE/l,[IU]/L,NaN,NaN,NA,NA,numericitems,2,2
20246,BCR-ABL CML kwan.  (bloed),BCR-ABL CML kwan.  (blood),NaN,NaN,NaN,BCR-ABL CML kwan.  (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,340,% I.S.,%{IS},NaN,NaN,NA,NA,numericitems,3,3
20248,Chloorhexidine mondspoeling,Chlorhexidine mouthwash,NaN,NaN,NaN,Chloorhexidine mondspoeling,268,Medicatie,NaN,32,Niet iv Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,503,NA
20255,Lengte meten  m.b.v. meetlint,Measuring length using tape measure,NaN,NaN,NaN,Lengte meten  m.b.v. meetlint,418,OPDR. Overig,NaN,89,Opdr. Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,1108,NA
20259,Contactisolatie plus,Contactisolatie more,NaN,NaN,NaN,Contactisolatie plus,445,PROC. Infectie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,6,NA
20262,Zolpidem (Stilnoct),Zolpidem (Stilnoct),NaN,NaN,NaN,Zolpidem (Stilnoct),268,Medicatie,NaN,29,Niet iv CZS/Sedatie/Analgetica,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,88,NA
20263,Sirolimus (Rapamune),Sirolimus (Rapamune),NaN,NaN,NaN,Sirolimus (Rapamune),268,Medicatie,NaN,32,Niet iv Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,28,NA
20264,Sevelamercarbonaat (Renvela),Sevelamer carbonate (Renvela),NaN,NaN,NaN,Sevelamercarbonaat (Renvela),268,Medicatie,NaN,119,Niet IV Groot Volume,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,478,NA
20271,Spuitpomp en Infuus controle op datum en tijd,Syringe pump and Infusion control by date and time,NaN,NaN,NaN,Spuitpomp en Infuus controle op datum en tijd,446,OPDR. Lijnen/Catheter/Drains,NaN,90,Opdr. Lijnen/Catheter/Drains,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,13942,NA
20284,SDF & Oedeem - Studie,SDF & edema - Study,NaN,NaN,NaN,SDF & Oedeem - Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,23,NA
20285,Wassen met Hibiscrub,Washing with Hibiscrub,NaN,NaN,NaN,Wassen met Hibiscrub,451,OPDR. Verzorging,NaN,104,Opdr. Verzorging,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,490,NA
20286,Passport  preoperatief invullen,Passport preoperative completion,NaN,NaN,NaN,Passport  preoperatief invullen,418,OPDR. Overig,NaN,89,Opdr. Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,64,NA
20287,Preoperatief antistolling stoppen,Preoperative anticoagulation discontinuation,NaN,NaN,NaN,Preoperatief antistolling stoppen,418,OPDR. Overig,NaN,89,Opdr. Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,46,NA
20288,Preoperatief kruisbloed afnemen,Preoperative cross blood sampling,NaN,NaN,NaN,Preoperatief kruisbloed afnemen,418,OPDR. Overig,NaN,89,Opdr. Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,92,NA
20289,Preoperatief nuchterbeleid,Preoperative sobriety policy,NaN,NaN,NaN,Preoperatief nuchterbeleid,418,OPDR. Overig,NaN,89,Opdr. Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,112,NA
20290,Afgekeurd anus (anus),Rejected anus (anus),NaN,NaN,NaN,Afgekeurd anus (anus),544,LAB-Viro-Micro-anus,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,6,6
20297,Afgekeurd bloed (bloed),Rejected blood (blood),NaN,NaN,NaN,Afgekeurd bloed (bloed),561,LAB-Viro-Micro-bloed,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,2,2
20302,Afgekeurd faces (faeces),Rejected faces (faeces),NaN,NaN,NaN,Afgekeurd faces (faeces),540,LAB-Viro-Micro-faeces,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,3,3
20308,Afgekeurd keel (keel),Rejected throat (throat),NaN,NaN,NaN,Afgekeurd keel (keel),547,LAB-Viro-Micro-keel,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,6,6
20310,Afgekeurd liquor (liquor),Rejected liquor (liquor),NaN,NaN,NaN,Afgekeurd liquor (liquor),539,LAB-Viro-Micro-liquor,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
20315,Afgekeurd neus (neus),Rejected nose (nose),NaN,NaN,NaN,Afgekeurd neus (neus),543,LAB-Viro-Micro-neus,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
20330,Afgekeurd sputum (sputum),Rejected sputum (sputum).,NaN,NaN,NaN,Afgekeurd sputum (sputum),527,LAB-Viro-Micro-sputum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,6,6
20333,Afgekeurd urine (urine),Rejected urine (urine),NaN,NaN,NaN,Afgekeurd urine (urine),550,LAB-Viro-Micro-urine,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,6,6
20347,"Epileptisch insult (duur, minuten)","Epileptic insult (duration, minutes)",NaN,NaN,NaN,"Epileptisch insult (duur, minuten)",684,NEURO-Overig,NaN,NA,NaN,0,NA,NaN,4,min,min,NaN,NaN,NA,NA,numericitems,7,7
20348,CAM-ICU auditieve test,CAM-ICU auditory test,NaN,NaN,NaN,CAM-ICU auditieve test,672,Delier-Overig,NaN,NA,NaN,0,1,1  goed,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,49,49
20349,CAM-ICU ongeorganiseerd denken opdrachten,CAM-ICU disorganized thinking assignments,NaN,NaN,NaN,CAM-ICU ongeorganiseerd denken opdrachten,672,Delier-Overig,NaN,NA,NaN,0,1,Fout,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,33,33
20350,CAM-ICU ongeorganiseerd denken vragen,CAM-ICU disorganized thinking questions,NaN,NaN,NaN,CAM-ICU ongeorganiseerd denken vragen,672,Delier-Overig,NaN,NA,NaN,0,1,1 goed,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,7,7
20351,CAM-ICU score,CAM-ICU score,NaN,NaN,NaN,CAM-ICU score,672,Delier-Overig,NaN,NA,NaN,0,1,POSITIEF,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1767,1767
20352,Rapport Sanquin (bloed),Sanquin report (blood),NaN,NaN,NaN,Rapport Sanquin (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
20357,Ribavirine,Ribavirin,NaN,NaN,NaN,Ribavirine,268,Medicatie,NaN,21,Niet iv Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,8,NA
20359,CAM-ICU score bepalen,CAM-ICU score determination,NaN,NaN,NaN,CAM-ICU score bepalen,432,OPDR. Neurologisch,NaN,83,Opdr. Neurologisch,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,18391,NA
20360,Geactiveerd Protrombinecomplex (Feiba),Activated Prothrombin Complex (Feiba),NaN,NaN,NaN,Geactiveerd Protrombinecomplex (Feiba),268,Medicatie,NaN,25,Injecties Haematologisch,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,1,NA
20361,Protrombinecomplex (Cofact),Protrombinecomplex (Cofact),NaN,NaN,NaN,Protrombinecomplex (Cofact),268,Medicatie,NaN,25,Injecties Haematologisch,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,20,NA
20363,Amfotericine B (Fungizone) drank,Amphotericin B (Fungizone) drank,NaN,NaN,NaN,Amfotericine B (Fungizone) drank,268,Medicatie,NaN,21,Niet iv Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,88,NA
20370,Valproïnezuur vrije fractie (bloed),Valproic acid free fraction (blood),NaN,NaN,NaN,Valproïnezuur vrije fractie (bloed),482,LAB-Tox-bloed,NaN,NA,NaN,1,NA,NaN,63,mg/l,mg/L,NaN,NaN,NA,NA,numericitems,2,2
20371,Aspergillus DNA PCR (br.-alv.lav),Aspergillus DNA PCR (br. alv. lichen),NaN,NaN,NaN,Aspergillus DNA PCR (br.-alv.lav),514,LAB-Viro-Micro-BAL,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,53,53
20372,Aspergillus DNA PCR (biopt),Aspergillus DNA PCR (biopsy).,NaN,NaN,NaN,Aspergillus DNA PCR (biopt),555,LAB-Viro-Micro-biopt,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
20375,Aspergillus DNA PCR (liquor),Aspergillus DNA PCR (CSF),NaN,NaN,NaN,Aspergillus DNA PCR (liquor),539,LAB-Viro-Micro-liquor,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
20378,Aspergillus DNA PCR (overig),Aspergillus DNA PCR (other).,NaN,NaN,NaN,Aspergillus DNA PCR (overig),542,LAB-Viro-Micro-diversen,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
20382,Aspergillus DNA PCR (sputum),Aspergillus DNA PCR (sputum),NaN,NaN,NaN,Aspergillus DNA PCR (sputum),527,LAB-Viro-Micro-sputum,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,5,5
20383,C. difficile DNA ribotype 027 PCR (faeces),C. difficile DNA ribotype 027 PCR (faeces),NaN,NaN,NaN,C. difficile DNA ribotype 027 PCR (faeces),540,LAB-Viro-Micro-faeces,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,287,287
20384,C. difficile DNA ribotype 027 PCR (stam),C. difficile DNA ribotype 027 PCR (stam),NaN,NaN,NaN,C. difficile DNA ribotype 027 PCR (stam),542,LAB-Viro-Micro-diversen,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,5,5
20387,C. difficile DNA toxinegen PCR (faeces),C. difficile DNA toxinegen PCR (faeces),NaN,NaN,NaN,C. difficile DNA toxinegen PCR (faeces),540,LAB-Viro-Micro-faeces,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,287,287
20388,C. difficile DNA toxinegen PCR (stam),C. difficile DNA toxin gene PCR (strain),NaN,NaN,NaN,C. difficile DNA toxinegen PCR (stam),542,LAB-Viro-Micro-diversen,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,5,5
20393,Opnieuw profiel monitor en alarmen instellen,Resetting profile monitor and alarms,NaN,NaN,NaN,Opnieuw profiel monitor en alarmen instellen,418,OPDR. Overig,NaN,89,Opdr. Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,47013,NA
20403,PrinterNOx Flow,PrinterNOx Flow,NaN,NaN,NaN,PrinterNOx Flow,736,RESP-PrinterNOx,NaN,NA,NaN,0,NA,NaN,26,l/min,L/min,NaN,NaN,NA,NA,numericitems,67,67
20404,PrinterNOx NO,PrinterNOx NO,NaN,NaN,NaN,PrinterNOx NO,736,RESP-PrinterNOx,NaN,NA,NaN,0,NA,NaN,31,ppm,[ppm],NaN,NaN,NA,NA,numericitems,64,64
20405,PrinterNOx NO2,PrinterNOx NO2,NaN,NaN,NaN,PrinterNOx NO2,736,RESP-PrinterNOx,NaN,NA,NaN,0,NA,NaN,31,ppm,[ppm],NaN,NaN,NA,NA,numericitems,64,64
20498,CT-impedatie studie,CT impedance study,NaN,NaN,NaN,CT-impedatie studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,37,NA
20536,CVVH behandel afspraken Antistolling,CVVH treatment appointments Anticoagulation,NaN,NaN,NaN,CVVH behandel afspraken Antistolling,742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,1,Citraat,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,224,224
20537,CVVH behandel afspraken APTT (bloed),CVVH treatment appointments APTT (blood),NaN,NaN,NaN,CVVH behandel afspraken APTT (bloed),742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,NA,NaN,3,sec,s,NaN,NaN,NA,NA,numericitems,534,534
20538,CVVH behandel afspraken Bloedflow,CVVH treatment appointments Blood Flow,NaN,NaN,NaN,CVVH behandel afspraken Bloedflow,742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,NA,NaN,24,ml/min,mL/min,NaN,NaN,NA,NA,numericitems,543,543
20539,CVVH behandel afspraken Ca-ion (7.4) (bloed),CVVH treatment appointments Ca-ion (7.4) (blood),NaN,NaN,NaN,CVVH behandel afspraken Ca-ion (7.4) (bloed),742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,NA,NaN,97,mmol/l,mmol/L,NaN,NaN,NA,NA,numericitems,551,551
20542,CVVH behandel afspraken Modaliteit,CVVH treatment arrangements Modality,NaN,NaN,NaN,CVVH behandel afspraken Modaliteit,742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,1,Predilutie,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,8,8
20543,CVVH behandel afspraken Onttrekken,CVVH treatment arrangements Withdrawal,NaN,NaN,NaN,CVVH behandel afspraken Onttrekken,742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,NA,NaN,46,ml/uur,mL/h,NaN,NaN,NA,NA,numericitems,533,533
20544,CVVH behandel afspraken PostDilutie Volume,CVVH treatment arrangements PostDilution Volume,NaN,NaN,NaN,CVVH behandel afspraken PostDilutie Volume,742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,NA,NaN,6,ml,mL,NaN,NaN,NA,NA,numericitems,491,491
20546,CVVH behandel afspraken Predilutie,CVVH Treatment Appointments Predilution,NaN,NaN,NaN,CVVH behandel afspraken Predilutie,742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,2,Bicarbonaat,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,34,34
20547,CVVH behandel afspraken PreDilutie Volume,CVVH treatment arrangements PreDilution Volume,NaN,NaN,NaN,CVVH behandel afspraken PreDilutie Volume,742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,NA,NaN,6,ml,mL,NaN,NaN,NA,NA,numericitems,542,542
20548,CVVH behandel afspraken Substitutie PostDilutie,CVVH treatment agreements Substitution PostDilution,NaN,NaN,NaN,CVVH behandel afspraken Substitutie PostDilutie,742,CVVH-Afspraken_Nieuw,NaN,NA,NaN,0,1,Bicarbonaat,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,200,200
20549,Citraatslot,Citrate lock,NaN,NaN,NaN,Citraatslot,743,CVVH-Overig,NaN,NA,NaN,0,1,Aan,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,158,158
20626,DIM medicatie Toediening,DIM medication Administration,NaN,NaN,NaN,DIM medicatie Toediening,744,DIM-medicatie,NaN,NA,NaN,0,1,IV,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,459,459
20628,DIM medicatie Wat ging er mis,DIM medication What went wrong,NaN,NaN,NaN,DIM medicatie Wat ging er mis,744,DIM-medicatie,NaN,NA,NaN,0,1,"Verkeerde Medicatie Opdracht (medicament, dosering, manier van toedienen, tijdstip etc. )",NA,NaN,NaN,NaN,NaN,NA,NA,listitems,312,312
20629,REACT - Studie,REACT - Study,NaN,NaN,NaN,REACT - Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,18,NA
20630,REST - Studie,REST - Study,NaN,NaN,NaN,REST - Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,11,NA
20631,RRI (Renal Resistive Index),RRI (Renal Resistive Index),NaN,NaN,NaN,RRI (Renal Resistive Index),730,Bio-impedantie,NaN,NA,NaN,0,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,15,15
20640,NMES - Studie,NMES - Study,NaN,NaN,NaN,NMES - Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,2,NA
20647,PReVENT - Studie,PReVENT - Study,NaN,NaN,NaN,PReVENT - Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,65,NA
20648,ECMO - Bloedflow,ECMO - Blood Flow,NaN,NaN,NaN,ECMO - Bloedflow,745,ECMO,NaN,NA,NaN,0,NA,NaN,26,l/min,L/min,NaN,NaN,NA,NA,numericitems,484,484
20649,ECMO - Pomp rotaties (RPM),ECMO - Pump rotations (RPM).,NaN,NaN,NaN,ECMO - Pomp rotaties (RPM),745,ECMO,NaN,NA,NaN,0,NA,NaN,15,/min,/min,NaN,NaN,NA,NA,numericitems,482,482
20650,ECMO - Part,ECMO - Part,NaN,NaN,NaN,ECMO - Part,745,ECMO,NaN,NA,NaN,0,NA,NaN,173,mmHg,mm[Hg],NaN,NaN,NA,NA,numericitems,478,478
20651,ECMO - Pven,ECMO - Pven,NaN,NaN,NaN,ECMO - Pven,745,ECMO,NaN,NA,NaN,0,NA,NaN,173,mmHg,mm[Hg],NaN,NaN,NA,NA,numericitems,477,477
20652,ECMO - Pint,ECMO - Pint,NaN,NaN,NaN,ECMO - Pint,745,ECMO,NaN,NA,NaN,0,NA,NaN,173,mmHg,mm[Hg],NaN,NaN,NA,NA,numericitems,476,476
20654,ECMO - Tart,ECMO - Tart,NaN,NaN,NaN,ECMO - Tart,745,ECMO,NaN,NA,NaN,0,NA,NaN,59,°C,Cel,NaN,NaN,NA,NA,numericitems,475,475
20655,ECMO - Tven,ECMO - Tven,NaN,NaN,NaN,ECMO - Tven,745,ECMO,NaN,NA,NaN,0,NA,NaN,59,°C,Cel,NaN,NaN,NA,NA,numericitems,465,465
20656,ECMO - FiO2,ECMO - FiO2,NaN,NaN,NaN,ECMO - FiO2,745,ECMO,NaN,NA,NaN,0,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,478,478
20657,ECMO - Gasflow,ECMO - Gas flow,NaN,NaN,NaN,ECMO - Gasflow,745,ECMO,NaN,NA,NaN,0,NA,NaN,26,l/min,L/min,NaN,NaN,NA,NA,numericitems,476,476
20658,ECMO - Veneuze saturatie,ECMO - venous saturation,NaN,NaN,NaN,ECMO - Veneuze saturatie,745,ECMO,NaN,NA,NaN,0,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,478,478
20659,ECMO - Hb (g/dl),ECMO - Hb (g/dl),NaN,NaN,NaN,ECMO - Hb (g/dl),745,ECMO,NaN,NA,NaN,0,NA,NaN,61,g/dl,"g/dL,",NaN,NaN,NA,NA,numericitems,469,469
20661,ECMO - Ht,ECMO - Ht,NaN,NaN,NaN,ECMO - Ht,745,ECMO,NaN,NA,NaN,0,NA,NaN,191,Geen,NaN,NaN,NaN,NA,NA,numericitems,457,457
20662,ECMO - Type,ECMO - Type,NaN,NaN,NaN,ECMO - Type,745,ECMO,NaN,NA,NaN,0,1,VA ECMO,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,491,491
20664,ECMO,ECMO,NaN,NaN,NaN,ECMO,746,PROC. ECMO,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,2,NA
20671,Gebruik Echografie,Use Ultrasound,NaN,NaN,NaN,Gebruik Echografie,664,P_Globaal,NaN,NA,NaN,0,1,Niet,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,31,31
20672,Aantal prikpogingen,Number of puncture attempts,NaN,NaN,NaN,Aantal prikpogingen,664,P_Globaal,NaN,NA,NaN,0,NA,NaN,171,Aantal,{#},NaN,NaN,NA,NA,numericitems,666,666
20673,PReVENT Grote teugen,PReVENT Big gulps,NaN,NaN,NaN,PReVENT Grote teugen,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,30,NA
20674,PReVENT Kleine teugen,PReVENT Small teugen,NaN,NaN,NaN,PReVENT Kleine teugen,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,35,NA
20703,REPULS - Studie,REPULS - Study,NaN,NaN,NaN,REPULS - Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,28,NA
20704,TETRIS - Studie,TETRIS - Study,NaN,NaN,NaN,TETRIS - Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,3,NA
20711,Citraatslot verversen,Citrate lock refresh,NaN,NaN,NaN,Citraatslot verversen,743,CVVH-Overig,NaN,105,Opdr. CVVH,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,95,NA
20712,Vervangen binnencanule Portex Blue Line Ultra,Vervangen binnencanule Portex Blue Line Ultra,NaN,NaN,NaN,Vervangen binnencanule Portex Blue Line Ultra,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,31,NA
20713,Verschonen tracheacanule fixatie-bandje,Changing tracheal cannula fixation strap,NaN,NaN,NaN,Verschonen tracheacanule fixatie-bandje,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,65,NA
20714,Wisselligging buikligging,Alternating prone position,NaN,NaN,NaN,Wisselligging buikligging,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,121,NA
20717,Huid neus checken op decubitus bij NIV,Skin nose check for pressure ulcers at NIV,NaN,NaN,NaN,Huid neus checken op decubitus bij NIV,431,OPDR. Respiratie,NaN,82,Opdr. Respiratie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,21,NA
20721,Nutridrink compact protein 100ml,Nutridrink compact protein 100ml,NaN,NaN,NaN,Nutridrink compact protein 100ml,677,Voeding-Intake-Vocht,NaN,42,Voeding Drinken,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,175,NA
20722,Nutridrink compact protein 50ml,Nutridrink compact protein 50ml,NaN,NaN,NaN,Nutridrink compact protein 50ml,677,Voeding-Intake-Vocht,NaN,42,Voeding Drinken,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,62,NA
20724,Nutridrink compact protein 250ml,Nutridrink compact protein 250ml,NaN,NaN,NaN,Nutridrink compact protein 250ml,677,Voeding-Intake-Vocht,NaN,42,Voeding Drinken,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,18,NA
